MatchId,Player1,Player2,Deck1,Deck2,Winner,Turns,WinReason,DNF
Match-86,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,14,AllOpponentsLost,false
Match-96,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,12,AllOpponentsLost,false
Match-94,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,9,AllOpponentsLost,false
Match-88,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,14,AllOpponentsLost,false
Match-91,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,19,AllOpponentsLost,false
Match-6,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,7,AllOpponentsLost,false
Match-7,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,9,AllOpponentsLost,false
Match-1,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,10,AllOpponentsLost,false
Match-3,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,9,AllOpponentsLost,false
Match-2,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,10,AllOpponentsLost,false
Match-5,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,10,AllOpponentsLost,false
Match-4,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,12,AllOpponentsLost,false
Match-8,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,10,AllOpponentsLost,false
Match-9,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,14,AllOpponentsLost,false
Match-0,Ai-1-Deck_999,Unknown,C:\Users\Matt\IdeaProjects\decks\Deck_998.dck,C:\Users\Matt\IdeaProjects\decks\Deck_999.dck,Ai-1-Deck_999,25,AllOpponentsLost,false
